radical_no,char,radical_char,description,pinyin,strokes
64,挫,手,hand,shǒu,4
64,挬,手,hand,shǒu,4
64,挭,手,hand,shǒu,4
64,挮,手,hand,shǒu,4
64,振,手,hand,shǒu,4
64,挰,手,hand,shǒu,4
64,挱,手,hand,shǒu,4
64,挲,手,hand,shǒu,4
64,挳,手,hand,shǒu,4
64,挴,手,hand,shǒu,4
64,挵,手,hand,shǒu,4
64,挶,手,hand,shǒu,4
64,挷,手,hand,shǒu,4
64,挸,手,hand,shǒu,4
64,挹,手,hand,shǒu,4
64,挺,手,hand,shǒu,4
64,挻,手,hand,shǒu,4
64,挼,手,hand,shǒu,4
64,挽,手,hand,shǒu,4
64,挾,手,hand,shǒu,4
64,挿,手,hand,shǒu,4
64,捀,手,hand,shǒu,4
64,捁,手,hand,shǒu,4
64,捂,手,hand,shǒu,4
64,捃,手,hand,shǒu,4
64,捄,手,hand,shǒu,4
64,捅,手,hand,shǒu,4
64,捆,手,hand,shǒu,4
64,捇,手,hand,shǒu,4
64,捈,手,hand,shǒu,4
64,捉,手,hand,shǒu,4
64,捊,手,hand,shǒu,4
64,捋,手,hand,shǒu,4
64,捌,手,hand,shǒu,4
64,捍,手,hand,shǒu,4
64,捎,手,hand,shǒu,4
64,捏,手,hand,shǒu,4
64,捐,手,hand,shǒu,4
64,捑,手,hand,shǒu,4
64,捒,手,hand,shǒu,4
64,捓,手,hand,shǒu,4
64,捔,手,hand,shǒu,4
64,捕,手,hand,shǒu,4
64,捖,手,hand,shǒu,4
64,捗,手,hand,shǒu,4
64,捘,手,hand,shǒu,4
64,捙,手,hand,shǒu,4
64,捚,手,hand,shǒu,4
64,捛,手,hand,shǒu,4
64,捜,手,hand,shǒu,4
64,捝,手,hand,shǒu,4
64,捞,手,hand,shǒu,4
64,损,手,hand,shǒu,4
64,捠,手,hand,shǒu,4
64,捡,手,hand,shǒu,4
64,换,手,hand,shǒu,4
64,捣,手,hand,shǒu,4
64,捤,手,hand,shǒu,4
64,捥,手,hand,shǒu,4
64,捦,手,hand,shǒu,4
64,捧,手,hand,shǒu,4
64,捨,手,hand,shǒu,4
64,捩,手,hand,shǒu,4
64,捪,手,hand,shǒu,4
64,捫,手,hand,shǒu,4
64,捬,手,hand,shǒu,4
64,捭,手,hand,shǒu,4
64,据,手,hand,shǒu,4
64,捯,手,hand,shǒu,4
64,捰,手,hand,shǒu,4
64,捱,手,hand,shǒu,4
64,捲,手,hand,shǒu,4
64,捳,手,hand,shǒu,4
64,捴,手,hand,shǒu,4
64,捵,手,hand,shǒu,4
64,捶,手,hand,shǒu,4
64,捷,手,hand,shǒu,4
64,捸,手,hand,shǒu,4
64,捹,手,hand,shǒu,4
64,捺,手,hand,shǒu,4
64,捻,手,hand,shǒu,4
64,捼,手,hand,shǒu,4
64,捽,手,hand,shǒu,4
64,捾,手,hand,shǒu,4
64,捿,手,hand,shǒu,4
64,掀,手,hand,shǒu,4
64,掁,手,hand,shǒu,4
64,掂,手,hand,shǒu,4
64,掃,手,hand,shǒu,4
64,掄,手,hand,shǒu,4
64,掅,手,hand,shǒu,4
64,掆,手,hand,shǒu,4
64,掇,手,hand,shǒu,4
64,授,手,hand,shǒu,4
64,掉,手,hand,shǒu,4
64,掊,手,hand,shǒu,4
64,掋,手,hand,shǒu,4
64,掌,手,hand,shǒu,4
64,掍,手,hand,shǒu,4
64,掎,手,hand,shǒu,4
64,掏,手,hand,shǒu,4
64,掐,手,hand,shǒu,4
64,掑,手,hand,shǒu,4
64,排,手,hand,shǒu,4
64,掓,手,hand,shǒu,4
64,掔,手,hand,shǒu,4
64,掕,手,hand,shǒu,4
64,掖,手,hand,shǒu,4
64,掗,手,hand,shǒu,4
64,掘,手,hand,shǒu,4
64,掙,手,hand,shǒu,4
64,掚,手,hand,shǒu,4
64,掛,手,hand,shǒu,4
64,掜,手,hand,shǒu,4
64,掝,手,hand,shǒu,4
64,掞,手,hand,shǒu,4
64,掟,手,hand,shǒu,4
64,掠,手,hand,shǒu,4
64,採,手,hand,shǒu,4
64,探,手,hand,shǒu,4
64,掣,手,hand,shǒu,4
64,掤,手,hand,shǒu,4
64,接,手,hand,shǒu,4
64,掦,手,hand,shǒu,4
64,控,手,hand,shǒu,4
64,推,手,hand,shǒu,4
64,掩,手,hand,shǒu,4
64,措,手,hand,shǒu,4
64,掫,手,hand,shǒu,4
64,掬,手,hand,shǒu,4
64,掭,手,hand,shǒu,4
64,掮,手,hand,shǒu,4
64,掯,手,hand,shǒu,4
64,掰,手,hand,shǒu,4
64,掱,手,hand,shǒu,4
64,掲,手,hand,shǒu,4
64,掳,手,hand,shǒu,4
64,掴,手,hand,shǒu,4
64,掵,手,hand,shǒu,4
64,掶,手,hand,shǒu,4
64,掷,手,hand,shǒu,4
64,掸,手,hand,shǒu,4
64,掹,手,hand,shǒu,4
64,掺,手,hand,shǒu,4
64,掻,手,hand,shǒu,4
64,掼,手,hand,shǒu,4
64,掽,手,hand,shǒu,4
64,掾,手,hand,shǒu,4
64,掿,手,hand,shǒu,4
64,揀,手,hand,shǒu,4
64,揁,手,hand,shǒu,4
64,揂,手,hand,shǒu,4
64,揃,手,hand,shǒu,4
64,揄,手,hand,shǒu,4
64,揅,手,hand,shǒu,4
64,揆,手,hand,shǒu,4
64,揇,手,hand,shǒu,4
64,揈,手,hand,shǒu,4
64,揉,手,hand,shǒu,4
64,揊,手,hand,shǒu,4
64,揋,手,hand,shǒu,4
64,揌,手,hand,shǒu,4
64,揍,手,hand,shǒu,4
64,揎,手,hand,shǒu,4
64,描,手,hand,shǒu,4
64,提,手,hand,shǒu,4
64,揑,手,hand,shǒu,4
64,插,手,hand,shǒu,4
64,揓,手,hand,shǒu,4
64,揔,手,hand,shǒu,4
64,揕,手,hand,shǒu,4
64,揖,手,hand,shǒu,4
64,揗,手,hand,shǒu,4
64,揘,手,hand,shǒu,4
64,揙,手,hand,shǒu,4
64,揚,手,hand,shǒu,4
64,換,手,hand,shǒu,4
64,揜,手,hand,shǒu,4
64,揝,手,hand,shǒu,4
64,揞,手,hand,shǒu,4
64,揟,手,hand,shǒu,4
64,揠,手,hand,shǒu,4
64,握,手,hand,shǒu,4
64,揢,手,hand,shǒu,4
64,揣,手,hand,shǒu,4
64,揤,手,hand,shǒu,4
64,揥,手,hand,shǒu,4
64,揦,手,hand,shǒu,4
64,揧,手,hand,shǒu,4
64,揨,手,hand,shǒu,4
64,揩,手,hand,shǒu,4
64,揪,手,hand,shǒu,4
64,揫,手,hand,shǒu,4
64,揬,手,hand,shǒu,4
64,揭,手,hand,shǒu,4
64,揮,手,hand,shǒu,4
64,揯,手,hand,shǒu,4
64,揰,手,hand,shǒu,4
64,揱,手,hand,shǒu,4
64,揲,手,hand,shǒu,4
64,揳,手,hand,shǒu,4
64,援,手,hand,shǒu,4
64,揵,手,hand,shǒu,4
64,揶,手,hand,shǒu,4
64,揷,手,hand,shǒu,4
64,揸,手,hand,shǒu,4
64,揹,手,hand,shǒu,4
64,揺,手,hand,shǒu,4
64,揻,手,hand,shǒu,4
64,揼,手,hand,shǒu,4
64,揽,手,hand,shǒu,4
64,揾,手,hand,shǒu,4
64,揿,手,hand,shǒu,4
64,搀,手,hand,shǒu,4
64,搁,手,hand,shǒu,4
64,搂,手,hand,shǒu,4
64,搃,手,hand,shǒu,4
64,搄,手,hand,shǒu,4
64,搅,手,hand,shǒu,4
64,搆,手,hand,shǒu,4
64,搇,手,hand,shǒu,4
64,搈,手,hand,shǒu,4
64,搉,手,hand,shǒu,4
64,搊,手,hand,shǒu,4
64,搋,手,hand,shǒu,4
64,搌,手,hand,shǒu,4
64,損,手,hand,shǒu,4
64,搎,手,hand,shǒu,4
64,搏,手,hand,shǒu,4
64,搐,手,hand,shǒu,4
64,搑,手,hand,shǒu,4
64,搒,手,hand,shǒu,4
64,搓,手,hand,shǒu,4
64,搔,手,hand,shǒu,4
64,搕,手,hand,shǒu,4
64,搖,手,hand,shǒu,4
64,搗,手,hand,shǒu,4
64,搘,手,hand,shǒu,4
64,搙,手,hand,shǒu,4
64,搚,手,hand,shǒu,4
64,搛,手,hand,shǒu,4
64,搜,手,hand,shǒu,4
64,搝,手,hand,shǒu,4
64,搞,手,hand,shǒu,4
64,搟,手,hand,shǒu,4
64,搠,手,hand,shǒu,4
64,搡,手,hand,shǒu,4
64,搢,手,hand,shǒu,4
64,搣,手,hand,shǒu,4
64,搤,手,hand,shǒu,4
64,搥,手,hand,shǒu,4
64,搦,手,hand,shǒu,4
64,搧,手,hand,shǒu,4
64,搨,手,hand,shǒu,4
64,搩,手,hand,shǒu,4
64,搪,手,hand,shǒu,4
64,搫,手,hand,shǒu,4
64,搬,手,hand,shǒu,4
64,搭,手,hand,shǒu,4
64,搮,手,hand,shǒu,4
64,搯,手,hand,shǒu,4
64,搰,手,hand,shǒu,4
64,搱,手,hand,shǒu,4
64,搲,手,hand,shǒu,4
64,搳,手,hand,shǒu,4
64,搴,手,hand,shǒu,4
64,搵,手,hand,shǒu,4
64,搶,手,hand,shǒu,4
64,搷,手,hand,shǒu,4
64,搹,手,hand,shǒu,4
64,携,手,hand,shǒu,4
64,搻,手,hand,shǒu,4
64,搼,手,hand,shǒu,4
64,搽,手,hand,shǒu,4
64,搾,手,hand,shǒu,4
64,搿,手,hand,shǒu,4
64,摀,手,hand,shǒu,4
64,摁,手,hand,shǒu,4
64,摂,手,hand,shǒu,4
64,摃,手,hand,shǒu,4
64,摄,手,hand,shǒu,4
64,摅,手,hand,shǒu,4
64,摆,手,hand,shǒu,4
64,摇,手,hand,shǒu,4
64,摈,手,hand,shǒu,4
64,摊,手,hand,shǒu,4
64,摋,手,hand,shǒu,4
64,摌,手,hand,shǒu,4
64,摍,手,hand,shǒu,4
64,摎,手,hand,shǒu,4
64,摏,手,hand,shǒu,4
64,摐,手,hand,shǒu,4
64,摑,手,hand,shǒu,4
64,摒,手,hand,shǒu,4
64,摓,手,hand,shǒu,4
64,摔,手,hand,shǒu,4
64,摕,手,hand,shǒu,4
64,摖,手,hand,shǒu,4
64,摗,手,hand,shǒu,4
64,摘,手,hand,shǒu,4
64,摙,手,hand,shǒu,4
64,摚,手,hand,shǒu,4
64,摛,手,hand,shǒu,4
64,摜,手,hand,shǒu,4
64,摝,手,hand,shǒu,4
64,摞,手,hand,shǒu,4
64,摟,手,hand,shǒu,4
64,摠,手,hand,shǒu,4
64,摡,手,hand,shǒu,4
64,摢,手,hand,shǒu,4
64,摣,手,hand,shǒu,4
64,摤,手,hand,shǒu,4
64,摥,手,hand,shǒu,4
64,摦,手,hand,shǒu,4
64,摧,手,hand,shǒu,4
64,摨,手,hand,shǒu,4
64,摩,手,hand,shǒu,4
64,摪,手,hand,shǒu,4
64,摫,手,hand,shǒu,4
64,摬,手,hand,shǒu,4
64,摭,手,hand,shǒu,4
64,摮,手,hand,shǒu,4
64,摯,手,hand,shǒu,4
64,摰,手,hand,shǒu,4
64,摱,手,hand,shǒu,4
64,摲,手,hand,shǒu,4
64,摳,手,hand,shǒu,4
64,摴,手,hand,shǒu,4
64,摵,手,hand,shǒu,4
64,摶,手,hand,shǒu,4
64,摷,手,hand,shǒu,4
64,摸,手,hand,shǒu,4
64,摹,手,hand,shǒu,4
64,摺,手,hand,shǒu,4
64,摻,手,hand,shǒu,4
64,摼,手,hand,shǒu,4
64,摽,手,hand,shǒu,4
64,摾,手,hand,shǒu,4
64,摿,手,hand,shǒu,4
64,撀,手,hand,shǒu,4
64,撁,手,hand,shǒu,4
64,撂,手,hand,shǒu,4
64,撃,手,hand,shǒu,4
64,撄,手,hand,shǒu,4
64,撅,手,hand,shǒu,4
64,撆,手,hand,shǒu,4
64,撇,手,hand,shǒu,4
64,撈,手,hand,shǒu,4
64,撉,手,hand,shǒu,4
64,撊,手,hand,shǒu,4
64,撋,手,hand,shǒu,4
64,撌,手,hand,shǒu,4
64,撍,手,hand,shǒu,4
64,撎,手,hand,shǒu,4
64,撏,手,hand,shǒu,4
64,撐,手,hand,shǒu,4
64,撑,手,hand,shǒu,4
64,撒,手,hand,shǒu,4
64,撓,手,hand,shǒu,4
64,撔,手,hand,shǒu,4
64,撕,手,hand,shǒu,4
64,撖,手,hand,shǒu,4
64,撗,手,hand,shǒu,4
64,撘,手,hand,shǒu,4
64,撙,手,hand,shǒu,4
64,撚,手,hand,shǒu,4
64,撛,手,hand,shǒu,4
64,撜,手,hand,shǒu,4
64,撝,手,hand,shǒu,4
64,撞,手,hand,shǒu,4
64,撟,手,hand,shǒu,4
64,撠,手,hand,shǒu,4
64,撡,手,hand,shǒu,4
64,撢,手,hand,shǒu,4
64,撣,手,hand,shǒu,4
64,撤,手,hand,shǒu,4
64,撥,手,hand,shǒu,4
64,撦,手,hand,shǒu,4
64,撧,手,hand,shǒu,4
64,撨,手,hand,shǒu,4
64,撩,手,hand,shǒu,4
64,撪,手,hand,shǒu,4
64,撫,手,hand,shǒu,4
64,撬,手,hand,shǒu,4
64,播,手,hand,shǒu,4
64,撮,手,hand,shǒu,4
64,撯,手,hand,shǒu,4
64,撰,手,hand,shǒu,4
64,撱,手,hand,shǒu,4
64,撲,手,hand,shǒu,4
64,撳,手,hand,shǒu,4
64,撴,手,hand,shǒu,4
64,撵,手,hand,shǒu,4
64,撶,手,hand,shǒu,4
64,撷,手,hand,shǒu,4
64,撸,手,hand,shǒu,4
64,撹,手,hand,shǒu,4
64,撺,手,hand,shǒu,4
64,撻,手,hand,shǒu,4
64,撼,手,hand,shǒu,4
64,撽,手,hand,shǒu,4
64,撾,手,hand,shǒu,4
64,撿,手,hand,shǒu,4
64,擀,手,hand,shǒu,4
64,擁,手,hand,shǒu,4
64,擂,手,hand,shǒu,4
64,擃,手,hand,shǒu,4
64,擄,手,hand,shǒu,4
64,擅,手,hand,shǒu,4
64,擆,手,hand,shǒu,4
64,擇,手,hand,shǒu,4
64,擈,手,hand,shǒu,4
64,擉,手,hand,shǒu,4
64,擊,手,hand,shǒu,4
64,擋,手,hand,shǒu,4
64,擌,手,hand,shǒu,4
64,操,手,hand,shǒu,4
64,擎,手,hand,shǒu,4
64,擏,手,hand,shǒu,4
64,擐,手,hand,shǒu,4
64,擑,手,hand,shǒu,4
64,擒,手,hand,shǒu,4
64,擓,手,hand,shǒu,4
64,擔,手,hand,shǒu,4
64,擕,手,hand,shǒu,4
64,擖,手,hand,shǒu,4
64,擗,手,hand,shǒu,4
64,擘,手,hand,shǒu,4
64,擙,手,hand,shǒu,4
64,據,手,hand,shǒu,4
64,擛,手,hand,shǒu,4
64,擜,手,hand,shǒu,4
64,擝,手,hand,shǒu,4
64,擞,手,hand,shǒu,4
64,擟,手,hand,shǒu,4
64,擠,手,hand,shǒu,4
64,擡,手,hand,shǒu,4
64,擢,手,hand,shǒu,4
64,擣,手,hand,shǒu,4
64,擤,手,hand,shǒu,4
64,擥,手,hand,shǒu,4
64,擦,手,hand,shǒu,4
64,擧,手,hand,shǒu,4
64,擨,手,hand,shǒu,4
64,擩,手,hand,shǒu,4
64,擪,手,hand,shǒu,4
64,擫,手,hand,shǒu,4
64,擬,手,hand,shǒu,4
64,擭,手,hand,shǒu,4
64,擮,手,hand,shǒu,4
64,擯,手,hand,shǒu,4
64,擰,手,hand,shǒu,4
64,擱,手,hand,shǒu,4
64,擲,手,hand,shǒu,4
64,擳,手,hand,shǒu,4
64,擴,手,hand,shǒu,4
64,擵,手,hand,shǒu,4
64,擶,手,hand,shǒu,4
64,擷,手,hand,shǒu,4
64,擸,手,hand,shǒu,4
64,擹,手,hand,shǒu,4
64,擺,手,hand,shǒu,4
64,擻,手,hand,shǒu,4
64,擼,手,hand,shǒu,4
64,擽,手,hand,shǒu,4
64,擾,手,hand,shǒu,4
64,擿,手,hand,shǒu,4
64,攀,手,hand,shǒu,4
64,攁,手,hand,shǒu,4
64,攂,手,hand,shǒu,4
64,攃,手,hand,shǒu,4
64,攄,手,hand,shǒu,4
64,攅,手,hand,shǒu,4
64,攆,手,hand,shǒu,4
64,攇,手,hand,shǒu,4
64,攈,手,hand,shǒu,4
64,攉,手,hand,shǒu,4
64,攊,手,hand,shǒu,4
64,攋,手,hand,shǒu,4
64,攌,手,hand,shǒu,4
64,攍,手,hand,shǒu,4
64,攎,手,hand,shǒu,4
64,攏,手,hand,shǒu,4
64,攐,手,hand,shǒu,4
64,攑,手,hand,shǒu,4
64,攒,手,hand,shǒu,4
64,攓,手,hand,shǒu,4
64,攔,手,hand,shǒu,4
64,攕,手,hand,shǒu,4
64,攖,手,hand,shǒu,4
64,攗,手,hand,shǒu,4
64,攘,手,hand,shǒu,4
64,攙,手,hand,shǒu,4
64,攚,手,hand,shǒu,4
64,攛,手,hand,shǒu,4
64,攜,手,hand,shǒu,4
64,攝,手,hand,shǒu,4
64,攞,手,hand,shǒu,4
64,攟,手,hand,shǒu,4
64,攠,手,hand,shǒu,4
64,攡,手,hand,shǒu,4
64,攢,手,hand,shǒu,4
64,攣,手,hand,shǒu,4
64,攤,手,hand,shǒu,4
64,攥,手,hand,shǒu,4
64,攦,手,hand,shǒu,4
64,攧,手,hand,shǒu,4
64,攨,手,hand,shǒu,4
64,攩,手,hand,shǒu,4
64,攪,手,hand,shǒu,4
64,攫,手,hand,shǒu,4
64,攬,手,hand,shǒu,4
64,攭,手,hand,shǒu,4
64,攮,手,hand,shǒu,4
65,支,支,branch,zhī,4
65,攱,支,branch,zhī,4
65,攲,支,branch,zhī,4
65,攳,支,branch,zhī,4
66,攴,攴,rap,pū,4
66,攵,攴,rap,pū,4
66,收,攴,rap,pū,4
66,攷,攴,rap,pū,4
66,攸,攴,rap,pū,4
66,改,攴,rap,pū,4
66,攺,攴,rap,pū,4
66,攻,攴,rap,pū,4
66,攼,攴,rap,pū,4
66,攽,攴,rap,pū,4
66,放,攴,rap,pū,4
66,政,攴,rap,pū,4
66,敀,攴,rap,pū,4
66,敁,攴,rap,pū,4
66,敂,攴,rap,pū,4
66,敃,攴,rap,pū,4
66,敄,攴,rap,pū,4
66,故,攴,rap,pū,4
66,敆,攴,rap,pū,4
66,敇,攴,rap,pū,4
66,效,攴,rap,pū,4
66,敉,攴,rap,pū,4
66,敊,攴,rap,pū,4
66,敋,攴,rap,pū,4
66,敍,攴,rap,pū,4
66,敎,攴,rap,pū,4
66,敏,攴,rap,pū,4
66,敐,攴,rap,pū,4
66,救,攴,rap,pū,4
66,敒,攴,rap,pū,4
66,敓,攴,rap,pū,4
66,敔,攴,rap,pū,4
66,敕,攴,rap,pū,4
66,敖,攴,rap,pū,4
66,敗,攴,rap,pū,4
66,敘,攴,rap,pū,4
66,教,攴,rap,pū,4
66,敚,攴,rap,pū,4
66,敛,攴,rap,pū,4
66,敜,攴,rap,pū,4
66,敝,攴,rap,pū,4
66,敞,攴,rap,pū,4
66,敟,攴,rap,pū,4
66,敠,攴,rap,pū,4
66,敡,攴,rap,pū,4
66,敢,攴,rap,pū,4
66,散,攴,rap,pū,4
66,敤,攴,rap,pū,4
66,敥,攴,rap,pū,4
66,敦,攴,rap,pū,4
66,敧,攴,rap,pū,4
66,敨,攴,rap,pū,4
66,敩,攴,rap,pū,4
66,敪,攴,rap,pū,4
66,敫,攴,rap,pū,4
66,敬,攴,rap,pū,4
66,敭,攴,rap,pū,4
66,敮,攴,rap,pū,4
66,敯,攴,rap,pū,4
66,数,攴,rap,pū,4
66,敱,攴,rap,pū,4
66,敲,攴,rap,pū,4
66,敳,攴,rap,pū,4
66,整,攴,rap,pū,4
66,敵,攴,rap,pū,4
66,敶,攴,rap,pū,4
66,敷,攴,rap,pū,4
66,數,攴,rap,pū,4
66,敹,攴,rap,pū,4
66,敺,攴,rap,pū,4
66,敻,攴,rap,pū,4
66,敼,攴,rap,pū,4
66,敽,攴,rap,pū,4
66,敾,攴,rap,pū,4
66,敿,攴,rap,pū,4
66,斀,攴,rap,pū,4
66,斁,攴,rap,pū,4
66,斂,攴,rap,pū,4
66,斃,攴,rap,pū,4
66,斄,攴,rap,pū,4
66,斅,攴,rap,pū,4
66,斆,攴,rap,pū,4
67,文,文,script,wén,4
67,斈,文,script,wén,4
67,斊,文,script,wén,4
67,斋,文,script,wén,4
67,斌,文,script,wén,4
67,斍,文,script,wén,4
67,斎,文,script,wén,4
67,斏,文,script,wén,4
67,斐,文,script,wén,4
67,斑,文,script,wén,4
67,斒,文,script,wén,4
67,斓,文,script,wén,4
67,斔,文,script,wén,4
67,斕,文,script,wén,4
67,斖,文,script,wén,4
68,斗,斗,dipper,dǒu,4
68,斘,斗,dipper,dǒu,4
68,料,斗,dipper,dǒu,4
68,斛,斗,dipper,dǒu,4
68,斜,斗,dipper,dǒu,4
68,斝,斗,dipper,dǒu,4
68,斞,斗,dipper,dǒu,4
68,斟,斗,dipper,dǒu,4
68,斠,斗,dipper,dǒu,4
68,斡,斗,dipper,dǒu,4
68,斢,斗,dipper,dǒu,4
68,斣,斗,dipper,dǒu,4
69,斤,斤,axe,jīn,4
69,斥,斤,axe,jīn,4
69,斦,斤,axe,jīn,4
69,斧,斤,axe,jīn,4
69,斨,斤,axe,jīn,4
69,斪,斤,axe,jīn,4
69,斫,斤,axe,jīn,4
69,斬,斤,axe,jīn,4
69,断,斤,axe,jīn,4
69,斮,斤,axe,jīn,4
69,斯,斤,axe,jīn,4
69,新,斤,axe,jīn,4
69,斱,斤,axe,jīn,4
69,斲,斤,axe,jīn,4
69,斳,斤,axe,jīn,4
69,斴,斤,axe,jīn,4
69,斵,斤,axe,jīn,4
69,斶,斤,axe,jīn,4
69,斷,斤,axe,jīn,4
69,斸,斤,axe,jīn,4
69,颀,斤,axe,jīn,4
70,方,方,square,fāng,4
70,斺,方,square,fāng,4
70,斻,方,square,fāng,4
70,於,方,square,fāng,4
70,施,方,square,fāng,4
70,斾,方,square,fāng,4
70,斿,方,square,fāng,4
70,旀,方,square,fāng,4
70,旁,方,square,fāng,4
70,旂,方,square,fāng,4
70,旃,方,square,fāng,4
70,旄,方,square,fāng,4
70,旅,方,square,fāng,4
70,旆,方,square,fāng,4
70,旇,方,square,fāng,4
70,旈,方,square,fāng,4
70,旉,方,square,fāng,4
70,旊,方,square,fāng,4
70,旋,方,square,fāng,4
70,旌,方,square,fāng,4
70,旍,方,square,fāng,4
70,旎,方,square,fāng,4
70,族,方,square,fāng,4
70,旐,方,square,fāng,4
70,旑,方,square,fāng,4
70,旒,方,square,fāng,4
70,旓,方,square,fāng,4
70,旔,方,square,fāng,4
70,旕,方,square,fāng,4
70,旖,方,square,fāng,4
70,旗,方,square,fāng,4
70,旘,方,square,fāng,4
70,旙,方,square,fāng,4
70,旚,方,square,fāng,4
70,旛,方,square,fāng,4
70,旜,方,square,fāng,4
70,旝,方,square,fāng,4
70,旞,方,square,fāng,4
70,旟,方,square,fāng,4
71,无,无,not,wú,4
71,旡,无,not,wú,4
71,既,无,not,wú,4
71,旣,无,not,wú,4
71,旤,无,not,wú,4
72,尡,日,sun,rì,4
72,日,日,sun,rì,4
72,旦,日,sun,rì,4
72,旧,日,sun,rì,4
72,旨,日,sun,rì,4
72,早,日,sun,rì,4
72,旪,日,sun,rì,4
72,旫,日,sun,rì,4
72,旬,日,sun,rì,4
72,旭,日,sun,rì,4
72,旮,日,sun,rì,4
72,旯,日,sun,rì,4
72,旰,日,sun,rì,4
72,旱,日,sun,rì,4
72,旲,日,sun,rì,4
72,旳,日,sun,rì,4
72,旴,日,sun,rì,4
72,旵,日,sun,rì,4
72,时,日,sun,rì,4
72,旷,日,sun,rì,4
72,旸,日,sun,rì,4
72,旹,日,sun,rì,4
72,旺,日,sun,rì,4
72,旻,日,sun,rì,4
72,旼,日,sun,rì,4
72,旽,日,sun,rì,4
72,旾,日,sun,rì,4
72,旿,日,sun,rì,4
72,昀,日,sun,rì,4
72,昁,日,sun,rì,4
72,昂,日,sun,rì,4
72,昃,日,sun,rì,4
72,昄,日,sun,rì,4
72,昅,日,sun,rì,4
72,昆,日,sun,rì,4
72,昇,日,sun,rì,4
72,昈,日,sun,rì,4
72,昉,日,sun,rì,4
72,昊,日,sun,rì,4
72,昋,日,sun,rì,4
72,昌,日,sun,rì,4
72,昍,日,sun,rì,4
72,明,日,sun,rì,4
72,昏,日,sun,rì,4
72,昐,日,sun,rì,4
72,昑,日,sun,rì,4
72,昒,日,sun,rì,4
72,易,日,sun,rì,4
72,昔,日,sun,rì,4
72,昕,日,sun,rì,4
72,昖,日,sun,rì,4
72,昗,日,sun,rì,4
72,昘,日,sun,rì,4
72,昙,日,sun,rì,4
72,昚,日,sun,rì,4
72,昛,日,sun,rì,4
72,昜,日,sun,rì,4
72,昝,日,sun,rì,4
72,昞,日,sun,rì,4
72,星,日,sun,rì,4
72,映,日,sun,rì,4
72,昡,日,sun,rì,4
72,昢,日,sun,rì,4
72,昣,日,sun,rì,4
72,昤,日,sun,rì,4
72,春,日,sun,rì,4
72,昦,日,sun,rì,4
72,昧,日,sun,rì,4
72,昨,日,sun,rì,4
72,昩,日,sun,rì,4
72,昪,日,sun,rì,4
72,昫,日,sun,rì,4
72,昬,日,sun,rì,4
72,昭,日,sun,rì,4
72,昮,日,sun,rì,4
72,是,日,sun,rì,4
72,昰,日,sun,rì,4
72,昱,日,sun,rì,4
72,昲,日,sun,rì,4
72,昳,日,sun,rì,4
72,昴,日,sun,rì,4
72,昵,日,sun,rì,4
72,昶,日,sun,rì,4
72,昷,日,sun,rì,4
72,昸,日,sun,rì,4
72,昹,日,sun,rì,4
72,昺,日,sun,rì,4
72,昻,日,sun,rì,4
72,昽,日,sun,rì,4
72,显,日,sun,rì,4
72,昿,日,sun,rì,4
72,晀,日,sun,rì,4
72,晁,日,sun,rì,4
72,時,日,sun,rì,4
72,晃,日,sun,rì,4
72,晄,日,sun,rì,4
72,晅,日,sun,rì,4
72,晆,日,sun,rì,4
72,晇,日,sun,rì,4
72,晈,日,sun,rì,4
72,晉,日,sun,rì,4
72,晊,日,sun,rì,4
72,晋,日,sun,rì,4
72,晌,日,sun,rì,4
72,晍,日,sun,rì,4
72,晎,日,sun,rì,4
72,晏,日,sun,rì,4
72,晐,日,sun,rì,4
72,晑,日,sun,rì,4
72,晒,日,sun,rì,4
72,晓,日,sun,rì,4
72,晔,日,sun,rì,4
72,晕,日,sun,rì,4
72,晖,日,sun,rì,4
72,晗,日,sun,rì,4
72,晘,日,sun,rì,4
72,晙,日,sun,rì,4
72,晚,日,sun,rì,4
72,晛,日,sun,rì,4
72,晜,日,sun,rì,4
72,晝,日,sun,rì,4
72,晞,日,sun,rì,4
72,晟,日,sun,rì,4
72,晠,日,sun,rì,4
72,晡,日,sun,rì,4
72,晢,日,sun,rì,4
72,晣,日,sun,rì,4
72,晤,日,sun,rì,4
72,晥,日,sun,rì,4
72,晦,日,sun,rì,4
72,晧,日,sun,rì,4
72,晨,日,sun,rì,4
72,晩,日,sun,rì,4
72,晪,日,sun,rì,4
72,晫,日,sun,rì,4
72,晬,日,sun,rì,4
72,晭,日,sun,rì,4
72,普,日,sun,rì,4
72,景,日,sun,rì,4
72,晰,日,sun,rì,4
72,晱,日,sun,rì,4
72,晲,日,sun,rì,4
72,晳,日,sun,rì,4
72,晴,日,sun,rì,4
72,晵,日,sun,rì,4
72,晶,日,sun,rì,4
72,晷,日,sun,rì,4
72,晸,日,sun,rì,4
72,晹,日,sun,rì,4
72,智,日,sun,rì,4
72,晻,日,sun,rì,4
72,晼,日,sun,rì,4
72,晽,日,sun,rì,4
72,晾,日,sun,rì,4
72,晿,日,sun,rì,4
72,暀,日,sun,rì,4
72,暁,日,sun,rì,4
72,暂,日,sun,rì,4
72,暃,日,sun,rì,4
72,暄,日,sun,rì,4
72,暅,日,sun,rì,4
72,暆,日,sun,rì,4
72,暇,日,sun,rì,4
72,暈,日,sun,rì,4
